4056	3362106985	GRĂDINIȚA CU PROGRAM NORMAL FÂNTÂNA MARE	GPN FÂNTÂNA MARE	FÂNTÂNA MARE	FÂNTÂNA MARE	SUCEAVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4057	3662101017	GRĂDINIȚA CU PROGRAM NORMAL FÂNTÂNA MARE	GRĂDINIȚA FÂNTÂNA MARE	FÂNTÂNA MARE	CIUCUROVA	TULCEA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4058	1362103268	GRĂDINIŢA CU PROGRAM NORMAL FÂNTÂNELE	GRĂDIN PR NORMAL FÂNTÂNELE	FÂNTÂNELE	FÂNTÂNELE	CONSTANŢA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4059	0662102505	GRĂDINIȚA CU PROGRAM NORMAL FÂNTÂNELE	GPN FÂNTÂNELE	FÂNTÂNELE	MATEI	BISTRIŢA-NĂSĂUD	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4060	2662106255	GRĂDINIȚA CU PROGRAM NORMAL FÂNTÂNELE	GPN FÂNTÂNELE	FÂNTÂNELE	FÂNTÂNELE	MUREŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4061	3462101956	GRĂDINIȚA CU PROGRAM NORMAL FÂNTÂNELE	GRĂD CU PN FÂNTÂNELE	FÂNTÂNELE	FÂNTÂNELE	TELEORMAN	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4062	3362101605	GRĂDINIȚA CU PROGRAM NORMAL FÂNTÂNELE	GPN FÂNTÂNELE	FÂNTÂNELE	FÂNTÂNELE	SUCEAVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4063	1562105335	GRĂDINIȚA CU PROGRAM NORMAL FÂNTÂNELE COJASCA	GPN FÂNTÂNELE COJASCA	FÂNTÂNELE	COJASCA	DÂMBOVIŢA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4064	3162102057	GRĂDINIȚA CU PROGRAM NORMAL FÂNTÂNELE-RUS	GR.PR.NOR. FÂNTÂNELE	FÂNTÂNELE RUS	RUS	SĂLAJ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4065	3562105927	GRĂDINIȚA CU PROGRAM NORMAL FÂRDEA	GPN FÂRDEA	FÂRDEA	FÂRDEA	TIMIŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4066	1162101997	GRĂDINIŢA CU PROGRAM NORMAL FÂRLIUG	GPN FARLIUG	FÂRLIUG	FÂRLIUG	CARAŞ-SEVERIN	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4067	2262106745	GRĂDINIȚA CU PROGRAM NORMAL, FEDELEȘENI	GPN FEDELESENI	FEDELEŞENI	STRUNGA	IAŞI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4068	0862100622	Grădinița cu Program Normal Feldioara	Grădinița cu PN Feldioara	FELDIOARA	FELDIOARA	BRAŞOV	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4069	1262100574	GRĂDINIȚA CU PROGRAM NORMAL FELDIOARA, COM. CĂTINA	GRĂDINIȚA CU PROGRAM NORMAL FELDIOARA, COM. CĂTINA	FELDIOARA	CĂTINA	CLUJ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4070	0862102868	Grădinița cu Program Normal Felmer	Grădinița cu PN Felmer	FELMER	ŞOARŞ	BRAŞOV	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4071	1162100286	GRĂDINIŢA CU PROGRAM NORMAL FENEŞ	GPN FENES	FENEŞ	ARMENIŞ	CARAŞ-SEVERIN	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4072	2262102316	GRĂDINIȚA CU PROGRAM NORMAL, FEREDENI	GPN FEREDENI	FEREDENI	DELENI	IAŞI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4073	3362107095	GRĂDINIȚA CU PROGRAM NORMAL FETEȘTI	GPN FETEȘTI	FETEŞTI	ADÂNCATA	SUCEAVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4074	3562106082	GRĂDINIȚA CU PROGRAM NORMAL FIBIȘ	GPN FIBIS	FIBIŞ	FIBIŞ	TIMIŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4075	3562104908	GRĂDINIȚA CU PROGRAM NORMAL FICĂTAR	GPN FICATARI RACOVITA	FICĂTAR	RACOVIŢA	TIMIŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4076	1562102142	GRĂDINIȚA CU PROGRAM NORMAL FIERBINȚI ȘELARU	GPN FIERBINȚI ȘELARU	FIERBINŢI	ŞELARU	DÂMBOVIŢA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4077	3162102428	GRĂDINIȚA CU PROGRAM NORMAL FILDU DE JOS	GR.PR.NOR. FILDU DE JOS	FILDU DE JOS	FILDU DE JOS	SĂLAJ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4078	3162102446	GRĂDINIȚA CU PROGRAM NORMAL FILDU DE MIJLOC	GR.PR.NOR. FILDU DE MIJLOC	FILDU DE MIJLOC	FILDU DE JOS	SĂLAJ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4079	3162102419	GRĂDINIȚA CU PROGRAM NORMAL FILDU DE SUS	GR.PR.NOR. FILDU DE SUS	FILDU DE SUS	FILDU DE JOS	SĂLAJ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4080	2662107785	GRĂDINIȚA CU PROGRAM NORMAL FILEA	GPN FILEA	FILEA	DEDA	MUREŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4081	1462101676	Grădinița cu Program Normal Filia	GPN. FILIA	FILIA	BRĂDUŢ	COVASNA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4082	0962100236	GRĂDINIŢA CU PROGRAM NORMAL FILIPEŞTI	GRĂDINIŢA CU PROGRAM NORMAL FILIPEŞTI	FILIPEŞTI	SURDILA-GĂISEANCA	BRĂILA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4083	1562105204	GRĂDINIȚA CU PROGRAM NORMAL FINTA	GPN FINTA	FINTA MARE	FINTA	DÂMBOVIŢA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4084	0862104029	Grădinița cu Program Normal Fișer	Grădinița cu PN Fișer	FIŞER	ORAŞ RUPEA	BRAŞOV	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4085	1162100752	GRĂDINIŢA CU PROGRAM NORMAL FIZEŞ	GPN FIZES	FIZEŞ	BERZOVIA	CARAŞ-SEVERIN	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4086	0362102292	GRĂDINIȚA CU PROGRAM NORMAL FÎLFANI	GPN FÎLFANI	FÂLFANI	STOLNICI	ARGEŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4087	1362103716	GRĂDINIŢA CU PROGRAM NORMAL ’FLIPPER’ CONSTANŢA	GRĂDIN PR NORMAL ’FLIPPER’ CȚA	CONSTANŢA	MUNICIPIUL CONSTANŢA	CONSTANŢA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4088	3362108173	GRĂDINIȚA CU PROGRAM NORMAL "FLOARE DE COLȚ" CÂMPULUNG MOLDOVENESC	GPN ”FLOARE DE COLȚ” CÂMPULUNG MOLDOVENESC	CÂMPULUNG MOLDOVENESC	MUNICIPIUL CÂMPULUNG MOLDOVENESC	SUCEAVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4089	0462102829	GRĂDINIŢA CU PROGRAM NORMAL "FLOARE DE COLŢ" TÂRGU OCNA	GRADINITA GPN "FLOARE DE COLT" TARGU OCNA	TÂRGU OCNA	ORAŞ TÂRGU OCNA	BACĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4090	0562103955	GRĂDINIȚA CU PROGRAM NORMAL "FLOAREA SOARELUI" SALONTA	GPN "FLOAREA SOARELUI" Salonta	SALONTA	MUNICIPIUL SALONTA	BIHOR	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4091	0962100697	GRĂDINIŢA CU PROGRAM NORMAL FLORICA	GRĂDINIŢA CU PROGRAM NORMAL FLORICA	FLORICA	ROŞIORI	BRĂILA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4092	0361100114	GRĂDINIȚA CU PROGRAM NORMAL "FLORILE SOARELUI" MIOVENI	GPN FLORILE SOARELUI	MIOVENI	ORAŞ MIOVENI	ARGEŞ	Cu personalitate juridică	Unitate de învățământ	Publică de interes naţional şi local
4093	1462102727	Grădinița cu Program Normal Floroaia Mare	GPN. FLOROAIA MARE	FLOROAIA	ORAŞ ÎNTORSURA BUZĂULUI	COVASNA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4094	1462103407	Grădinița cu Program Normal Floroaia Mică	GPN FLOROAIA MICA	ÎNTORSURA BUZĂULUI	ORAŞ ÎNTORSURA BUZĂULUI	COVASNA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4095	2962104149	GRĂDINIȚA CU PROGRAM NORMAL "FLUTURAȘII", ORAȘUL SINAIA	GPN "FLUTURASII" SINAIA	SINAIA	ORAŞ SINAIA	PRAHOVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4096	1062102267	GRĂDINIŢA CU PROGRAM NORMAL "FLUTURAŞII VESELI" COMUNA ULMENI	GPN FLUTURAŞII VESELI ULMENI	ULMENI	ULMENI	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4097	1062101786	GRĂDINIŢA CU PROGRAM NORMAL FOCŞANEI COMUNA VADU PAŞII	GPN FOCSĂNEI VADU PAŞII	FOCŞĂNEI	VADU PAŞII	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4098	3162104109	GRĂDINIȚA CU PROGRAM NORMAL FODORA	GR.PR.NOR. FODORA	FODORA	GÂLGĂU	SĂLAJ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4099	3562105425	GRĂDINIȚA CU PROGRAM NORMAL FOENI	GPN FOENI	FOENI	FOENI	TIMIŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4100	3562103771	GRĂDINIȚA CU PROGRAM NORMAL FOLEA	GPN FOLEA VOITEG	FOLEA	VOITEG	TIMIŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4101	3362101537	GRĂDINIȚA CU PROGRAM NORMAL FORĂȘTI	GPN FORĂȘTI	FORĂŞTI	FORĂŞTI	SUCEAVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4102	1162104444	GRĂDINIŢA CU PROGRAM NORMAL FOROTIC	GPN FOROTIC	FOROTIC	FOROTIC	CARAŞ-SEVERIN	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4103	1462102641	Grădinița cu Program Normal Fotoș	GPN. FOTOȘ	FOTOŞ	GHIDFALĂU	COVASNA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4104	1562105977	GRĂDINIȚA CU PROGRAM NORMAL FRASINU CORNEȘTI	GPN FRASINU CORNEȘTI	FRASINU	CORNEŞTI	DÂMBOVIŢA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4105	1362102611	GRĂDINIŢA CU PROGRAM NORMAL ’FRAŢII GRIMM’ 2 MAI	GRĂDIN PR NORMAL 2 MAI	2 MAI	LIMANU	CONSTANŢA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4106	2962105091	GRĂDINIȚA CU PROGRAM NORMAL "FREAMĂT DE CODRU" VALEA TÂRSEI, ORAȘUL BREAZA	GPN "FREAMAT DE CODRU" VALEA TARSEI BREAZA	VALEA TÂRSEI	ORAŞ BREAZA	PRAHOVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4107	0962101002	GRĂDINIŢA CU PROGRAM NORMAL FRECĂŢEI	GRĂDINIŢA CU PROGRAM NORMAL FRECĂŢEI	FRECĂŢEI	FRECĂŢEI	BRĂILA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4108	2762103531	GRĂDINIȚA CU PROGRAM NORMAL FRUMOSU, COMUNA FARCAȘA	GPN, FRUMOSU	FRUMOSU	FARCAŞA	NEAMŢ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4109	2162101592	GRĂDINIŢA CU PROGRAM NORMAL FRUMUŞICA - ŞC.GIM.AXINTELE	GPN. FRUMUŞICA-ŞC.GIM.AXINTELE	AXINTELE	AXINTELE	IALOMIŢA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4110	0462100714	GRĂDINIŢA CU PROGRAM NORMAL FULGERIS	GRĂDINIŢA CU PROGRAM NORMAL FULGERIS	FULGERIŞ	PÂNCEŞTI	BACĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4111	0862104264	Grădinița cu Program Normal Fundata	Grădinița cu PN Fundata	FUNDATA	FUNDATA	BRAŞOV	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4112	3362102104	GRĂDINIȚA CU PROGRAM NORMAL FUNDU MOLDOVEI	GPN FUNDU MOLDOVEI	FUNDU MOLDOVEI	FUNDU MOLDOVEI	SUCEAVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4113	0362103248	GRĂDINIȚA CU PROGRAM NORMAL FUREȘTI	GPN FUREȘTI	FUREŞTI	DOBREŞTI	ARGEŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4114	0462103545	GRĂDINIŢA CU PROGRAM NORMAL FURNICARI	GRADINITA CU PROGRAM NORMAL FURNICARI	FURNICARI	TAMAŞI	BACĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4115	1562105507	GRĂDINIȚA CU PROGRAM NORMAL FUSEA TITU	GPN FUSEA TITU	FUSEA	ORAŞ TITU	DÂMBOVIŢA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4116	1462102184	Grădinița cu Program Normal "Gál Dániel" Ilieni	GPN. "GÁL DÁNIEL" ILIENI	ILIENI	ILIENI	COVASNA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4117	0662101608	GRĂDINIȚA CU PROGRAM NORMAL GALAȚII BISTRIȚEI	GPN GALAȚII BISTRIȚEI	GALAŢII BISTRIŢEI	GALAŢII BISTRIŢEI	BISTRIŢA-NĂSĂUD	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4118	0962102912	GRĂDINIŢA CU PROGRAM NORMAL GALBENU	GRĂDINIŢA CU PROGRAM NORMAL GALBENU	GALBENU	GALBENU	BRĂILA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4119	1362103476	GRĂDINIŢA CU PROGRAM NORMAL GALIŢA	GRĂDIN PR NORMAL GALIŢA	GALIŢA	OSTROV	CONSTANŢA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4120	1462102555	Grădinița cu Program Normal "Gárdonyi Géza" Turia	GPN. "GÁRDONYI GÉZA" TURIA	TURIA	TURIA	COVASNA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4121	3662101089	GRĂDINIȚA CU PROGRAM NORMAL GARVĂN	GRĂDINIȚA GARVĂN	GARVĂN	JIJILA	TULCEA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4122	3562104157	GRĂDINIȚA CU PROGRAM NORMAL GAVOJDIA	GPN COM.GAVOJDIA	GAVOJDIA	GAVOJDIA	TIMIŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4123	1262101566	GRĂDINIȚA CU PROGRAM NORMAL GĂDĂLIN, COM. JUCU	GRĂDINIȚA CU PROGRAM NORMAL GĂDĂLIN, COM. JUCU	GĂDĂLIN	JUCU	CLUJ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4124	3362104653	GRĂDINIȚA CU PROGRAM NORMAL GĂLĂNEȘTI	GPN GĂLĂNEȘTI	GĂLĂNEŞTI	GĂLĂNEŞTI	SUCEAVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4125	2662106178	GRĂDINIȚA CU PROGRAM NORMAL GĂLĂŢENI	GPN GĂLĂŢENI	GĂLĂŢENI	PĂSĂRENI	MUREŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4126	1362102905	GRĂDINIŢA CU PROGRAM NORMAL GĂLBIORI	GRĂDIN PR NORMAL GĂLBIORI	GĂLBIORI	CRUCEA	CONSTANŢA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4127	3162101852	GRĂDINIȚA CU PROGRAM NORMAL GĂLPÂIA	GR.PR.NOR. GĂLPÂIA	GĂLPÂIA	BĂLAN	SĂLAJ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4128	0362102654	GRĂDINIȚA CU PROGRAM NORMAL GĂRDINEȘTI	GPN GĂRDINEȘTI	GĂRDINEŞTI	POIANA LACULUI	ARGEŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4129	3162104068	GRĂDINIȚA CU PROGRAM NORMAL GÂLGĂU	GR.PR.NOR. GÂLGĂU	GÂLGĂU	GÂLGĂU	SĂLAJ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4130	3162101902	GRĂDINIȚA CU PROGRAM NORMAL GÂLGĂU ALMAȘULUI	GR.PR.NOR. GÂLGĂU ALMAȘULUI	GÂLGĂU ALMAŞULUI	BĂLAN	SĂLAJ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4131	2262101871	GRĂDINIȚA CU PROGRAM NORMAL, GÂRBEȘTI	GPN GARBESTI	GÂRBEŞTI	ŢIBANA	IAŞI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4132	3162103085	GRĂDINIȚA CU PROGRAM NORMAL GÂRBOU	GR.PR.NOR. GÂRBOU	GÂRBOU	GÂRBOU	SĂLAJ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4133	3162101567	GRĂDINIȚA CU PROGRAM NORMAL GÂRCEIU	GR.PR.NOR. GÂRCEIU	GÂRCEIU	CRIŞENI	SĂLAJ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4134	1362103788	GRĂDINIŢA CU PROGRAM NORMAL GÂRLICIU	GRĂDIN PR NORMAL GÂRLICIU	GÂRLICIU	GÂRLICIU	CONSTANŢA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4135	1362103467	GRĂDINIŢA CU PROGRAM NORMAL GÂRLIŢA	GRĂDIN PR NORMAL GÂRLIŢA	GÂRLIŢA	OSTROV	CONSTANŢA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4136	1162104815	GRĂDINIȚA CU PROGRAM NORMAL GÂRNIC	GPN GARNIC	GÂRNIC	GÂRNIC	CARAŞ-SEVERIN	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4137	2262102985	GRĂDINIȚA CU PROGRAM NORMAL, GÂŞTEŞTI	GPN GASTESTI	GÂŞTEŞTI	MUNICIPIUL PAŞCANI	IAŞI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4138	3562105791	GRĂDINIȚA CU PROGRAM NORMAL GELU	GPN GELU VARIAS	GELU	VARIAŞ	TIMIŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4139	3062100215	GRĂDINIȚA CU PROGRAM NORMAL GELU	GPN GELU	GELU	TEREBEŞTI	SATU MARE	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4140	3362101962	GRĂDINIȚA CU PROGRAM NORMAL GEMENEA	GPN GEMENEA	GEMENEA	STULPICANI	SUCEAVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4141	1562102897	GRĂDINIȚA CU PROGRAM NORMAL GEMENEA BRĂTULEȘTI VOINEȘTI	GPN GEMENEA BRĂTULEȘTI VOINEȘTI	GEMENEA BRĂTULEŞTI	VOINEŞTI	DÂMBOVIŢA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4142	0962102844	GRĂDINIŢA CU PROGRAM NORMAL GEMENELE	GRĂDINIŢA CU PROGRAM NORMAL GEMENELE	GEMENELE	GEMENELE	BRĂILA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4143	1362102597	GRĂDINIŢA CU PROGRAM NORMAL GENERAL SCĂRIŞOREANU	GRĂDIN PR NORMAL GENERAL SCĂRIŞOREANU	GENERAL SCĂRIŞOREANU	AMZACEA	CONSTANŢA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4144	3062100857	GRĂDINIȚA CU PROGRAM NORMAL GERĂUȘA	GPN GERĂUȘA	GERĂUŞA	ORAŞ ARDUD	SATU MARE	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4145	1562105213	GRĂDINIȚA CU PROGRAM NORMAL GHEBOAIA FINTA	GPN GHEBOAIA FINTA	GHEBOAIA	FINTA	DÂMBOVIŢA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4146	1562105285	GRĂDINIȚA CU PROGRAM NORMAL GHEBOIENI TĂTĂRANI	GPN GHEBOIENI TĂTĂRANI	GHEBOIENI	TĂTĂRANI	DÂMBOVIŢA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4147	2662106852	GRĂDINIŢA CU PROGRAM NORMAL GHEJA	GPN GHEJA	GHEJA	ORAŞ LUDUŞ	MUREŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4148	2662106662	GRĂDINIȚA CU PROGRAM NORMAL GHEORGHE DOJA	GPN GHEORGHE DOJA	GHEORGHE DOJA	GHEORGHE DOJA	MUREŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4149	1262100755	GRĂDINIȚA CU PROGRAM NORMAL "GHEORGHE MOCEANU" ORMAN, COM. ICLOD	GRĂDINIȚA CU PN "GHE. MOCEANU" ORMAN, COM ICLOD	ORMAN	ICLOD	CLUJ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4150	2562100246	GRĂDINIȚA CU PROGRAM NORMAL GHEORGHEȘTI	GPN GHEORGHESTI	GHEORGHEŞTI	PONOARELE	MEHEDINŢI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4151	1562104212	GRĂDINIȚA CU PROGRAM NORMAL GHERGHEȘTI PETREȘTI	GPN GHERGHEȘTI PETREȘTI	GHERGHEŞTI	PETREŞTI	DÂMBOVIŢA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4152	1562100348	GRĂDINIȚA CU PROGRAM NORMAL GHERGHIȚEȘTI COBIA	GPN GHERGHIȚEȘTI COBIA	GHERGHIŢEŞTI	COBIA	DÂMBOVIŢA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4153	1162100743	GRĂDINIŢA CU PROGRAM NORMAL GHERTENIŞ	GPN GHERTENIS	GHERTENIŞ	BERZOVIA	CARAŞ-SEVERIN	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4154	1462102605	Grădinița cu Program Normal Ghidfalău	GPN. GHIDFALĂU	GHIDFALĂU	GHIDFALĂU	COVASNA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4155	1562102092	GRĂDINIȚA CU PROGRAM NORMAL GHIMPAȚI RĂCARI	GPN GHIMPAȚI RĂCARI	GHIMPAŢI	ORAŞ RĂCARI	DÂMBOVIŢA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4156	2662106092	GRĂDINIȚA CU PROGRAM NORMAL GHINDARI	GPN GHINDARI	GHINDARI	GHINDARI	MUREŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4157	1362103173	GRĂDINIŢA CU PROGRAM NORMAL GHINDĂREŞTI	GRĂDIN PR NORMAL GHINDĂREŞTI	GHINDĂREŞTI	GHINDĂREŞTI	CONSTANŢA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4158	1562104646	GRĂDINIȚA CU PROGRAM NORMAL GHINEȘTI SĂLCIOARA	GPN GHINEȘTI SĂLCIOARA	GHINEŞTI	SĂLCIOARA	DÂMBOVIŢA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4159	0462101819	GRĂDINIŢA CU PROGRAM NORMAL "GHIOCEL" MOINEŞTI	GRADINITA GPN "GHIOCEL"MOINESTI	MOINEŞTI	MUNICIPIUL MOINEŞTI	BACĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4160	3562104537	GRĂDINIȚA CU PROGRAM NORMAL GHIZELA	GPN GHIZELA	GHIZELA	GHIZELA	TIMIŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4161	3562103183	GRĂDINIȚA CU PROGRAM NORMAL GIERA	GPN GIERA	GIERA	GIERA	TIMIŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4162	3362106198	GRĂDINIȚA CU PROGRAM NORMAL GIULEȘTI	GPN GIULEȘTI	GIULEŞTI	BOROAIA	SUCEAVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4163	3562103477	GRĂDINIȚA CU PROGRAM NORMAL GIULVĂZ	GPN GIULVAZ	GIULVĂZ	GIULVĂZ	TIMIŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4164	3362100518	GRĂDINIȚA CU PROGRAM NORMAL GIURGEȘTI	GPN GIURGEȘTI	GIURGEŞTI	VULTUREŞTI	SUCEAVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4165	3162104023	GRĂDINIȚA CU PROGRAM NORMAL GIURTELECU ȘIMLEULUI	GR.PR.NOR. GIURTELECU ȘIMLEULUI	GIURTELECU ŞIMLEULUI	MĂERIŞTE	SĂLAJ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4166	2962103442	GRĂDINIȚA CU PROGRAM NORMAL GÎRBEASCA, COMUNA STARCHIOJD	GPN GÎRBEASCA STARCHIOJD	GRESIA	STARCHIOJD	PRAHOVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4167	1162102121	GRĂDINIŢA CU PROGRAM NORMAL GÎRBOVĂŢ	GPN GARBOVAT	GÂRBOVĂŢ	BĂNIA	CARAŞ-SEVERIN	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4168	3562105936	GRĂDINIȚA CU PROGRAM NORMAL GLADNA ROMÂNĂ	G.P.N. GLADNA ROMÂNĂ COM.FÂRDEA	GLADNA ROMÂNA	FÂRDEA	TIMIŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4169	2662105783	GRĂDINIŢA CU PROGRAM NORMAL GLĂJĂRIE	GPN GLĂJĂRIE	GLĂJĂRIE	GURGHIU	MUREŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4170	1262101548	GRĂDINIȚA CU PROGRAM NORMAL GLIGOREȘTI, COM. LUNA	GRĂDINIȚA CU PN GLIGOREȘTI, COM. LUNA	GLIGOREŞTI	LUNA	CLUJ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4171	1162101043	GRĂDINIŢA CU PROGRAM NORMAL GLIMBOCA	GPN GLIMBOCA	GLIMBOCA	GLIMBOCA	CARAŞ-SEVERIN	Arondată	Unitate de învățământ	Publică de interes naţional şi local
4172	0362100973	GRĂDINIȚA CU PROGRAM NORMAL GLÎMBOCELU VALE	GPN GLÎMBOCELU VALE	GLÂMBOCELU	BOGAŢI	ARGEŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
